index,Username,Title_Review,Rating_Review,Review,State,Type_traveler,Date_Travel,Attraction_id
101,Vinicius N,Ponto turístico obrigatório,50,"O espaço é privado e seguro, e oferece muitos serviços para turismo e lazer, como restaurantes típicos, pequenas tendas e lojas que vendem produtos locais, além de uma excelente vista do rio e um passeio de barco que sai a cada 90 minutos (1 hora e meia), recomendável para levar a família e conhecer a orla da cidade e seus pontos turísticos próximos a ela.","Manaus, AM",Families,2018-06-01,2
102,Elizane P,Magnífico,50,"Gente que lugar é esse... Muito legal e divertido. Os músicos ficam tocando em um palco que se movimenta no teto. A comida é maravilhosa, recomendo o Capone e comer o filhote no leite da castanha e o risoto de maniçoba. Suuuper recomendo.","São Paulo, SP",Families,2018-06-01,2
103,diana.do.silva@gmail.com,"Lugar lindo, romântico e seguro",50,"Fica às margens da Baia do Guajará, ponto turístico maravilhoso de Belém, onde você pode curtir o pôr do sol, ao som de música ao vivo. Nesse complexo existem várias opções de restaurantes, sorveterias e cervejarias, além de muitas lojas de artesanato.Desse ponto parte também um barco de turismo que faz um volta na orla de Belém, com show de carimbó e outras atrações, eu recomendo.",,Families,2018-06-01,2
104,FabioMA,Inovação e qualidade em local completo,50,"Antigo porto renovado onde agora existem vários restaurantes, bares e lanchonetes em local com ar condicionado e estacionamento. Além disso, existe uma feira de artesanato e muitas lojas no piso superior. A dica é percorrer todos os ambientes com muito tempo para aproveitar todas as facilidades.",,Families,2018-06-01,2
105,jlalves2014,"Sol, calor, agito, comida boa e vista maravilhosa...",40,"Trata-se do point de Belém, lugar muito agradável para se passar algum tempo só tomando umas cervejas e apreciando o vai e vem das pessoas. Se você quiser da para comer também,  há algumas boas opções e no fim tomar um bom sorvete.Quero destacar também a linda vista da baia de Guajará, e a proximidade do mercado Ver o Peso que pode ser visitado na sequência, caminhando são em torno de 10 minutos.Finalizando quero mencionar a atenção dos funcionários do Espaço, tive um problema com um equipamento fotográfico e precisei de ajuda, todos foram extremamente gentis, me auxiliando a recupera-lo de uma forma rápida e eficiente. Parabéns a todos e muito obrigado.","São Paulo, SP",Families,2018-05-01,2
107,Flavia W,Agradável,50,"Lugar ótimo para visitar no final da tarde e a noite. Vários bons restaurantes. Comemos no Lá em Casa, Sorveteria Cairu. Muito bom. Tem estacionamento pago no local. Muito seguro, agradável. Saem passeios de barco para conhecer a orla.","Breves, PA",Families,2018-06-01,2
108,valdineyf18,A face de Belém.,50,O ponto turistico de Belém mas cobiçado por nossos visitantes de todo o mundo que nois temos o carinho de receber.,"Juiz de Fora, MG",Families,2018-05-01,2
109,MARIANA S,Parada obrigatória,40,"A Estação das Docas é, sem sombra de dúvida, parada obrigatória para qualquer pessoa que esteja na cidade. Um ambiente climatizado, com vários restaurantes e quiosques de docerias e sorveterias. O palco suspenso é um show a parte.Vale a visita.",,Families,2018-04-01,2
110,Vanderleia C,Parada obrigatória!,50,"Antigo porto de Belém que foi revitalizado. Está as margens do rio Guajará. Guindastes do início do século 20 decoram a principal via de pedestres da Estação. Atrações: cerveja artesanal Amazon Beer, Sorvetes Cairu com vários sabores regionais, linguiça no metro, música ao vivo ao cair da noite, pratos regionais (tacacá, tucupi, jambu, camarão).","Belo Horizonte, MG",Families,2018-05-01,2
111,enescredmais,o antigo renovado.,50,"lugar bonito a beira do rio. A qualquer hora, é hora de ir para lá.Belos restaurantes, sendo maioria de comidas tipicas da regiao Cerveja artezanal, sorveterias etc..Nao vá a Belem , sem ir neste local","Ponte Nova, MG",Families,2018-05-01,2
112,CarolFM15,Uma joia em Belém ,50,Muito me pergunto como ainda não tiveram iniciativas semelhantes em outras cidades brasileiras. Um gostoso passeio em Belém durante o dia ou à noite.,"São Paulo, SP",Families,2018-05-01,2
113,Marco Santoni,Muito bom !!,50,"Espaço bem cuidado, bela vista da baia, excelentes opções de comida e bebida, até  educadores encontramos no espaço, com explicações detalhadas sobre os equipamentos da antiga doca . Imperdível!","São José dos Campos, SP",Families,2018-05-01,2
114,78Andre,bons restaurantes,40,"local agradavel amplo seguro bons restaurantes com diversidades de comidas e ambientes , local embarque de passeios no rio.",,Families,2018-04-01,2
115,marlarubia,Lindo,40,Lugar com vista linda. Restaurantes e lojinhas de artesanato e local limpo com ar condicionado. Adorei!,"Belo Horizonte, MG",Families,2018-04-01,2
117,Gabrielaleite,Passeio maravilhoso,50,"A Estação das Docas é um espaço lindo para passeio, especialmente no fim da tarde, com vista maravilhosa da Baía de Guajará. É um centro gastronômico muito bom, com excelentes restaurantes. Também e imperdível uma pausa para o sorvete da Cairu, que tem duas unidades no local. É o melhor sorvete do Brasil! Para quem deseja comprar lembrancinhas de Belém, há várias lojas com artigos locais e de artesanato.","Brasília, DF",Families,2018-04-01,2
118,Julio Cesar C,Excelente local para passear,40,"Excelente local para passear sozinho ou com a família e com segurança. Possui uma ótima infraestrutura, uma linda vista da Baia e várias opções para lanchar, almoçar, beber, etc. Além de locais para comprar lembranças de Belém/PA.","Palmares, PE",Families,2018-02-01,2
119,Marcy R,Ótimo passeio!,50,"Ótimo lugar pra passear e fugir do calorão de Belém. Dentro da estação é climatizado, tem banheiros, lojas de suvenires e restaurantes pra vc lanchar ou almoçar. Dê uma pesquisada antes porque tudo lá dentro é um pouco salgado, mas vale à pena! A sorveteria é perfeita! Vários sorvetes com os sabonetes de Belém. Provei o picolé de tapioca com açaí, uma delícia!",,Families,2017-07-01,2
120,ferrazlott,Caro mas gostoso,40,O lugar e muito bonito e reúne algumas das melhores opções de gastronomia em Belém. O preço é um pouco salgado mas paga-se não só pela comida mas pelo ambiente.,"Belo Horizonte, MG",Families,2017-12-01,2
121,gustavopalma,Ponto turístico que vale a pena,40,Ponto turístico que vale a pena conhecer. Fazer passeio de barco ao som de caribó. A noite tem barzinhos com música e coisas locais para comer.,"Curitiba, PR",Families,2017-04-01,2
123,Maridalva N,Um lugar especial pra pegar uma brisa e um sol com direito a respingos quando a maré está cheia!,50,"Um local agradável pra ir de manhã e só voltar depois de ver o por do sol, vá a vontade com sapatos e roupas leves.","Belem do Pará, Para, Brazil",Families,2018-01-01,2
124,manoeljunior44,Melhor ponto turístico de Belém,50,"Vá sem receio, lá você vai encontrar toda diversidade da comida paraense, de um pouco de artesanato e a cerveja produzida no local, além de uma vista maravilhosa da Baía do Guajará.","Belém, PA",Families,2018-01-01,2
126,RN23,Beira do rio,50,"Lugar ótimo, excelente para ir no final da tarde. Há muitas opções de restaurantes e comidas típicas da região.",macapa,Families,2017-12-01,2
127,marcia d,FIM DE TARDE,50,"gostei muito deste local, seguro , tranquilo, limpinho, ótimo atendimento, local agradável para bater um papo no final da tarde vários tipos de barracas variam de comidas tipicas a comidas sofisticadas amei.","Goiânia, GO",Families,2018-02-01,2
128,Virginiaeisrael,"Lugar bonito, mas tudo muito caro",30,"O lugar é bonito, tem uma vista linda para o rio, mas a comida é muito cara e o atendimento não vale pelo que se cobra.",,Families,2018-02-01,2
129,Daniela Braun,Bonita,40,Muito legal mas achei os restaurantes caros. A vista é belíssima é apesar do calor de Belém sopra uma brisa bem agradável.,,Families,2018-01-01,2
130,bastosglaucia,Alegria no Cais do Porto,50,"Boa música, palco móvel superior( segue por cima das pessoas como um trem elevado. Lojas , teatro, shows, comidas regionais, internacionais e nacionais, tacacá, sorveteria Cairu, o melhor do Brasil. Ambiente refrigerado e externo ventilado com mesas dentro e fora da Estação das Docas. Barcos no rio guajará circulando com atrações do Carimbó, Siriá. ( danças regionais, a cultura amazônica fica exposta neste espaço excelente para namorar, passear, bater papo com amigos, familiares, crianças podem correr, brincar e apreciar o Rio que banha a Cidade de Belém do pará. Há um City tour Fluvial imperdível e bem ao lado das Docas fica  o Mercado do Ver-o Peso todo de ferro e cheios de iguarias que chegam das embarcações do outro lado das margens do Rio Guajará. Funciona de dia e a noite! Vale a pena conhecer e documentar cada momento de felicidade!","Salvador, BA",Families,2017-10-01,2
131,roseluzbcortes,"Excelente local para assistir ao por do sol, com amigos, familia, amor.",50,"Ambiente agradavel, com variedade de cardapio entre refeicoes, lanches, bares, comidas tipicas. Centro de lazer com musica ao vivo e de uma beleza impar, as mrgens da baia.","Belém, PA",Families,2018-01-01,2
132,eliane0liveira,Estação das Docas,50,"Ambiente agradável de frente para o rio e com várias opções de  gastronomia, recomendo a Amazon Beer e o Dom Feliciano.","Porto Alegre, RS",Families,2018-01-01,2
133,Bettrice,Ponto turístico,50,Ponto turístico em Belém com paisagem pra Baía do Guajara com por do sol lindo acompanhado de um delicioso sorvete regional da cidade.,"Belém, PA",Families,2017-12-01,2
134,Affonso C,Um dos melhores pontis turisticos em Belém,50,"A Estação das Docas é um retrato de que Belém pode sim ser organizada. É um ótimo local para todos os tipos de público, tem natureza, restaurantes variados, teatro e é muito bem localizada.",,Families,2018-01-01,2
135,Janete M,Lugar de agradecimento,50,"Um Lugar maravilhoso de reflexão e agradecimento por tudo aquilo que conquistamos, todos os anos no Cirio de Nazaré visitamos a basílica","Brasília, DF",Families,2017-10-01,2
136,DIEGO A,Super Interessante!,50,"Lugar muito lindo para visitação e para tirar belas fotos ! Ficamos um pouco frustrados com o show de fogos da virada, q não valeu a pena! No mais, lindo lugar para visitação, ótimo lugar para se fazer uma refeição com qualidade e tranquilidade!",,Families,2017-12-01,2
137,Cayo C,Ótimo visitar ,50,"Muito bom Família passear , tem melhor segurança sempre viu lá ótimo mas só você quer Alimentação pouco ou mais caro.",,Families,2018-01-01,2
138,Paulo Sergio M Santos,Belo por do Sol!!!!,40,"Um bom local para ver  o por do sol saboreando a culinária paraense, cervejaria e compras de souvenir. Também podemos caminhar e conhecer um barco da Marinha do Brasil que estava ancorado e aberto a visitação.",,Families,2017-12-01,2
139,Albino M,Local aprazivel à margem da baia do Guajará,50,"As antigas docas foram transformadas em restaurantes, bares e sorveterias em ambientes fechados e, também, em ambientes abertos, à margem da baia de Guajará",,Families,2017-12-01,2
140,Andrea D,Bonito de se visitar,40,É um lugar com vista privilegiada do rio Pará de onde se avistam pequenos e grandes barcos. O pôr do sol é imperdível.Dentro há um acervo de peças expostas com achados arqueológicos e objetos relativos as questões naúticas.Há ainda restaurantes e deliciosos sorvetes,"São Paulo, SP",Families,2018-01-01,2
141,Elisete A,"Restaurantes, bares e lojas de artesanato, além de música, exposições e feiras, na orla da Baía do Guajará.",50,Local muito agradável ... vc escolhe o restaurante ou o bar para tomar a sua cerveja com toda tranquilidade que vc merece em sua viagem.,"Passo Fundo, RS",Families,2017-08-01,2
142,ALBERTO N,Ótima opção!!,50,"A estação das docas é um exemplo de como pode e deve ser feita a revitalização das antigas áreas de porto. O ambiente ficou muito bom, mantendo as características e a ótima vista do porto antigo, com um roupagem nova da revitalização que trouxe restaurante, bares, sorveterias, artesanato, ...Local seguro e muito aprazível com várias opções.Recomendo.",Sorocaba,Families,2017-12-01,2
143,mauricioalfredo,Local bonito e organizado,40,"Local bonito e organizado para receber turistas, possui uma culinária diferenciada com preços acima dos cobrados nos demais restaurantes da cidade.","Fortaleza, CE",Families,2018-01-01,2
144,viajante903,Bela Vista,40,"Bons lugares para comer, boa musica e uma vista do rio. NO dia q fui ainda tinha um show com artistas regionais.",,Families,2017-12-01,2
145,Luciano N,Principal atração turística da cidade.,50,"Vale muito a pena ir. Fica no centro da cidade, com uma excelente estrutura. Lá você pode desfrutar de restaurantes, sorveterias, bares e lanchonetes, muitas vezes ao som de artistas locais que se apresentam numa cabine suspensa e que fica e movimentando. De lá também saem passeios de barcos muito legais. Conta com uma feirinha com artigos regionais. Não paga nada para entrar, só o estacionamento. Há um restaurante que produz cervejas artesanais. Vale a pena conferir.","Belém, PA",Families,2017-02-01,2
146,JHBrandao,Principal ponto turistico e gastronômico de Belém,50,"O principal ponto turistico e gastronômico de Belém. Vários restaurantes, sorveteria Cairu. Dá pra apreciar o rio e de lá saem passeios de barco para apreciar a orla de Belem. É do lado do Ver-o-Peso.","Brasília, DF",Families,2017-09-01,2
147,yzzymc,Por do Sol,40,"Lugar para contemplar o por do sol, e também para degustar sabores sem igual. Com os sorvetes regionais. Tem também lojinhas, restaurantes, choperia. Vc pode fazer passeios de Barco. Excelente para passeios com família, amigos e casais românticos...rsrs.Sempre que posso estou na Estação das Docas-Belém Pará.","Belém, PA",Families,2017-10-01,2
148,ATT,Nosso Porto Madero ,50,"Podemos resumir o local em uma palavra Fantástico!!! Varias opções gastronômicas, paisagem encantadora","Sobral, CE",Families,2017-12-01,2
149,Ariella L,Recomendo!,50,"Ótimo local, beleza exuberante e gastronomia única!  O passeio de barco no fim de tarde ao redor da cidade foi encantador.",,Families,2017-12-01,2
150,Happiness745770,Otimo lugar para turismo em Belém,50,"Lugar aonde tem bons restaurantes em Belém, ótimo lugar para social , é fácil acesso com ótimos preços.","Niterói, RJ",Families,2017-12-01,2
151,LiliLobato,Um Oásis ,50,"A Estação das Docas é um lugar extremamente aprazível, a comida servida no restaurante “Lá em Casa” é uma delicia, não é barata, mas vale muito a pena. O lugar é refrigerado e na parte externa que é banhada pela Baía de Guajará sopra um vento maravilhoso. Esse lugar é ao lado do Mercado Ver o Peso, que é horroroso, sujo e perigoso, e a Estação das Docas é o oposto do mercado.Os quiosques que vendem souvenir localizados no interior da Estação garantem as lembranças para levarmos para casa. Recomendo totalmente.","São Paulo, SP",Families,2017-12-01,2
152,MarteleneCarvalhaesP,"Lugar animado, divertido e com boa comida",50,"Fiz um passeio de barco que saia das docas com musica ao vivo e um casal dançando a musica típica Carimbó, adorei. Na volta jantamos nas docas num excelente ambiente com musica ao vivo. Quem não gosta do calor pode ficar na área fechada com ar condicionado. Tem feirinhas e muita animação.","Manaus, AM",Families,2017-12-01,2
153,Caroline Andrade,Valeu a visita,50,"Quem vai a Belém não pode deixar de conhecer! Espaço bonito, com segurança e vários restaurantes. Almoçamos em família em um domingo e no local há preços variados para todos os bolsos. Senti falta de alguma atividade mais voltada para crianças, um parque ou brinquedoteca.","Rio de Janeiro, RJ",Families,2017-11-01,2
154,Jennifer O,Agradável,50,"Lugar agradável para um passeio calmo. Várias lojinhas de artesanatos, lembrancinhas do estado e comidas típicas. Além de ser ótimo para fotos. Há vários cenários bonitos para fotos.",,Families,2017-01-01,2
155,jaf338,Bom local para passeio em Belém !!!,40,"Recomendo o passeio na Estação das Docas. Uma vez por lá, é possível tomar sorvetes com sabores de frutas locais, comer comidas típicas, ver danças típicas, comprar artesanato, comprar passeios pelos rios, etc. O local também é limpo, tem banheiros e segurança (três requisitos não muito comuns em Belém). Estando em Belém, tem que ir !","Ribeirão Preto, SP",Families,2017-12-01,2
156,Vera T,Linda vista.,50,"Lugar bonito e agradável,  local ótimo para lanches, jantares, lojas de lembranças. Eu gostei muito e recomendo. O por do sol é lindo, visto deste lugar.","Muaná, PA",Families,2017-02-01,2
